Rank,Ticker,Company Name,Latest Close,Realised Volatility 30d (%),Realised Volatility 100d (%),Realised Volatility 100d 1d (%),Realised Volatility 100d 1w (%),Min Realised Volatility 100d (1y),Max Realised Volatility 100d (1y),Mean Realised Volatility 100d (1y),Rvol 100d Percentile (%),Rvol 100d Z-Score Percentile (%),Realised Volatility 180d (%),Realised Volatility 252d (%),Weighted IV (%),Weighted IV 1d (%),Weighted IV 1w (%),Weighted IV 3m (%),Weighted IV 3m 1d (%),Weighted IV 3m 1w (%),ATM IV 3m (%),ATM IV 3m 1d (%),ATM IV 3m 1w (%),Rvol100d - Weighted IV,Volume,Volume 1d (%),Volume 1w (%),Open Interest,OI 1d (%),OI 1w (%)
269,CMRC,Costar Technologies Inc.,4.5,63.75,47.13,0.51,-1.16,39.98,53.57,47.44,49.33,46.16,47.43,47.91,71.64,-5.36,-2.0,,,,,,,-24.51,324,-66.29,8.72,"10,305",0.05,15.44
185,AXON,"Axon Enterprise, Inc.",743.59,59.65,50.47,0.54,-2.47,47.14,70.69,59.27,18.0,9.28,55.79,55.73,66.75,,50.12,70.07,,,,,,-16.28,"4,279",-1.52,42.44,"42,769",1.0,1.63
279,HCAT,"Health Catalyst, Inc.",3.4,108.39,73.72,0.09,0.66,53.9,74.03,60.95,99.33,99.69,67.62,64.49,85.6,,-10.17,,,,,,,-11.88,"1,340",9.75,340.79,"7,909",11.58,13.16
44,XYZ,"Block, Inc. (formerly Square; ticker often stylized, but XYZ may be a placeholder)",76.23,37.32,59.55,0.97,-2.67,45.08,71.73,62.17,29.33,36.71,60.17,56.04,65.06,42.51,24.16,54.33,14.95,13.76,48.64,,,-5.51,"69,215",26.42,298.82,"674,249",4.23,-2.57
132,FIVN,"Five9, Inc.",26.34,54.27,53.54,-0.46,-6.22,40.42,57.38,51.29,46.67,65.5,50.85,49.26,57.51,,,61.68,,,,,,-3.97,"4,724",-5.95,62.95,"95,136",0.17,1.51
366,RDFN,Redfin Corporation,,,,,,,,,,,,,,,,,,,,,,,N/A,,,N/A,,
36,PANW,"Palo Alto Networks, Inc.",190.52,37.16,39.38,0.51,-5.09,30.33,43.2,38.22,34.67,60.0,38.21,35.95,40.9,,-36.93,34.4,,-29.9,34.49,,,-1.52,"61,045",28.56,62.12,"791,507",1.88,-3.02
113,STWD,"Starwood Property Trust, Inc.",20.1,13.86,23.63,-0.18,-10.09,15.19,27.24,22.79,34.67,57.21,22.81,21.24,25.48,35.85,-0.26,25.04,,,25.04,148.64,-13.87,-1.85,"6,839",-3.78,-2.26,"149,309",-0.02,0.08
277,INSG,Inseego Corp.,12.94,84.69,72.06,0.84,-3.54,63.64,107.93,81.84,56.67,29.35,69.62,88.0,82.37,,-48.06,85.86,,,,,,-10.31,"1,205",26.84,-30.43,"8,262",0.94,10.97
247,CMI,Cummins Inc.,395.23,24.41,30.53,-0.99,-12.95,23.52,38.53,33.07,33.33,31.17,31.81,29.84,43.14,114.06,2.71,41.33,37.36,-1.59,,,,-12.61,"5,590",-1.53,-5.22,"15,269",0.37,1.58
300,IDCC,"InterDigital, Inc.",277.49,43.6,34.04,0.02,-4.41,30.47,42.04,37.87,17.33,14.99,37.36,35.44,40.33,,-51.9,38.75,,,,,,-6.3,"1,090",8.13,36.25,"4,338",5.65,7.62
166,BSY,"Bentley Systems, Incorporated",54.3,22.24,25.39,1.55,-2.76,23.12,30.71,27.81,23.33,17.06,26.46,26.6,29.28,,-2.63,27.7,,-20.73,28.5,,,-3.89,"2,101",-18.88,76.26,"64,222",2.55,3.73
153,LPSN,"LivePerson, Inc.",0.89,129.73,96.8,0.28,0.81,79.38,116.74,99.28,41.33,41.97,102.46,100.88,201.74,,,,,,,,,-104.94,"5,938",184.52,194.25,"76,478",0.24,0.11
114,STX,Seagate Technology Holdings plc,170.5,36.38,41.66,-0.63,-20.51,30.06,54.69,45.56,31.33,34.57,45.42,41.52,40.9,,-53.38,42.77,,-9.81,,,,0.76,"18,631",21.64,19.81,"146,875",0.58,0.62
280,TREE,"LendingTree, Inc.",67.84,74.15,70.76,-0.32,-4.33,70.76,87.13,79.04,0.0,5.88,74.89,73.64,60.73,,13.18,61.98,,3.78,,,,10.03,972,93.24,45.73,"7,697",0.09,2.76
10,RIVN,"Rivian Automotive, Inc.",13.87,41.42,45.1,-0.22,-4.01,45.1,79.21,64.56,0.67,4.29,58.46,62.24,72.88,,-1.81,105.6,,57.49,57.89,,,-27.78,"107,687",27.39,58.33,"2,698,311",0.46,-1.1
211,HASI,"Hannon Armstrong Sustainable Infrastructure Capital, Inc.",27.73,40.88,38.44,-2.18,-6.47,32.32,41.31,37.84,51.33,61.99,36.14,37.67,34.32,-8.2,,22.88,,,,,,4.12,"2,957",-2.99,-2.51,"31,328",0.02,0.09
195,CNX,CNX Resources Corporation,29.57,24.45,31.17,-0.34,-6.23,31.17,41.31,37.44,0.0,2.7,36.06,35.72,39.94,-8.14,17.07,43.55,,,,,,-8.77,720,2.56,-0.83,"36,309",0.05,0.46
88,EQX,Equinox Gold Corp.,9.14,53.0,50.01,1.11,-2.53,46.33,57.97,53.3,15.33,14.01,52.61,53.03,51.2,-34.21,,,,,,,,-1.19,"54,570",266.22,2781.2,"257,599",1.8,1.95
46,DKNG,DraftKings Inc.,47.91,30.81,39.61,-0.43,-4.78,37.22,56.48,49.84,9.33,3.79,47.54,45.07,60.67,,-3.75,60.29,,-17.52,,,,-21.06,"33,241",-6.19,-20.25,"642,365",0.81,0.82
366,MLAB,"Mesa Laboratories, Inc.",,,,,,,,,,,,,,,,,,,,,,,N/A,,,N/A,,
305,IRTC,"iRhythm Technologies, Inc.",171.08,54.43,49.11,-0.3,-2.33,43.47,60.58,50.6,50.0,38.25,45.97,52.86,67.11,,-12.23,78.77,,-26.52,44.5,,,-18.0,345,-0.86,-9.92,"3,735",-18.82,-18.79
14,SMCI,"Super Micro Computer, Inc.",40.78,78.05,80.09,0.24,-3.48,80.09,148.74,114.05,0.0,5.17,93.99,110.99,97.2,,,111.88,,,,,,-17.12,"231,262",-44.49,145.39,"2,334,119",12.57,-1.1
159,NRG,"NRG Energy, Inc.",145.11,52.38,57.62,0.37,-7.77,44.07,70.82,59.51,33.33,41.03,58.8,54.04,54.2,6.04,0.38,43.93,12.03,8.89,,,,3.43,"6,442",12.21,4.43,"69,893",0.53,-4.06
189,SPR,"Spirit AeroSystems Holdings, Inc.",41.91,23.28,24.92,-0.38,-21.72,21.28,32.31,28.6,32.0,19.22,26.89,27.0,29.9,-25.11,-9.63,,,,,,,-4.98,"4,288",7.39,9.72,"40,845",-0.46,0.4
139,SENS,"Senseonics Holdings, Inc.",0.45,48.12,63.82,-0.54,-3.12,63.82,152.14,119.57,0.67,4.5,117.35,107.33,106.71,0.38,,,,,,,,-42.88,"1,090",67.18,-41.46,"89,037",0.3,2.1
155,BXMT,"Blackstone Mortgage Trust, Inc.",19.35,23.17,24.77,-1.61,-9.52,23.51,30.07,26.83,32.0,16.98,26.11,24.94,35.96,13.57,40.52,,,,,,,-11.19,"1,674",9.34,14.66,"74,622",-0.42,0.47
96,SHEL,Shell plc,73.79,12.92,23.17,-3.83,-19.67,17.21,29.37,25.54,32.67,31.01,24.21,23.42,28.64,33.27,,,,,,,,-5.47,"12,544",-43.93,-16.33,"216,119",5.74,0.4
147,SSRM,SSR Mining Inc.,19.95,57.74,54.42,0.77,-3.21,51.44,60.43,56.78,16.0,11.69,55.09,56.62,140.15,,152.98,105.8,,,,,,-85.73,"4,705",50.56,98.69,"82,003",0.79,2.22
187,MODG,Topgolf Callaway Brands Corp.,9.43,77.44,72.77,0.37,-4.84,49.71,78.0,63.58,86.67,84.76,68.0,63.37,76.26,11.65,,72.54,3.48,,,,,-3.49,981,-26.68,13.28,"41,069",-0.24,-2.59
165,FE,FirstEnergy Corp.,43.47,13.96,15.85,-0.08,-9.67,15.85,28.6,23.95,0.67,4.17,22.96,20.68,13.41,20.41,-36.08,14.77,,,14.77,12.09,-27.26,2.44,"3,897",180.36,195.68,"65,784",-0.51,-0.04
65,SATS,EchoStar Corporation,65.24,174.39,135.65,0.59,0.62,43.72,135.72,72.94,98.67,99.07,106.35,97.14,99.03,,-62.11,70.61,,,,,,36.63,"77,303",0.36,216.71,"362,663",12.2,73.26
326,LAB,Standard BioTools Inc.,1.24,52.1,72.94,-0.5,-2.7,72.94,90.05,83.39,0.67,1.05,80.72,76.8,189.9,,,81.34,,,,,,-116.96,309,11.96,6.55,"2,255",0.0,2.78
366,FARO,"FARO Technologies, Inc.",,,,,,,,,,,,,,,,,,,,,,,N/A,,,N/A,,
130,PR,Permian Resources Corporation,14.51,31.11,45.77,-1.09,-17.93,30.3,58.71,49.13,31.33,38.13,47.87,44.0,38.56,-16.14,-4.14,36.19,-14.77,-7.98,,,,7.2,"2,000",-3.8,37.46,"99,206",0.79,3.12
292,JAMF,Jamf Holding Corp.,9.08,48.59,44.74,0.87,-5.06,31.34,47.41,39.78,89.33,84.94,40.94,39.74,63.0,,,80.05,,,,,,-18.26,167,-15.23,-13.92,"4,995",0.22,5.45
243,LRN,"Stride, Inc.",161.75,49.78,41.26,0.35,-0.51,28.75,62.02,41.77,66.67,48.17,37.04,48.48,39.64,-43.66,-33.92,46.34,-1.16,-5.26,47.86,2.07,-2.16,1.61,"2,766",107.66,105.5,"16,238",-2.43,-0.93
