Rank,Ticker,Company Name,Latest Close,Realised Volatility 30d (%),Realised Volatility 100d (%),Realised Volatility 100d 1d (%),Realised Volatility 100d 1w (%),Min Realised Volatility 100d (1y),Max Realised Volatility 100d (1y),Mean Realised Volatility 100d (1y),Rvol 100d Percentile (%),Rvol 100d Z-Score Percentile (%),Realised Volatility 180d (%),Realised Volatility 252d (%),Weighted IV (%),Weighted IV 1d (%),Weighted IV 1w (%),Weighted IV 3m (%),Weighted IV 3m 1d (%),Weighted IV 3m 1w (%),ATM IV 3m (%),ATM IV 3m 1d (%),ATM IV 3m 1w (%),Rvol100d - Weighted IV,Volume,Volume 1d (%),Volume 1w (%),Open Interest,OI 1d (%),OI 1w (%)
218,PTCT,"PTC Therapeutics, Inc.",56.95,60.78,59.45,-0.2,-3.53,48.94,65.73,59.91,43.33,45.91,56.0,58.12,51.21,,,52.09,,,,,,8.25,"1,857",1.25,9.43,"27,454",0.55,-5.17
292,GKOS,Glaukos Corporation,91.88,43.37,42.16,0.18,-9.56,34.44,68.33,58.18,10.67,5.46,55.86,51.33,69.0,,13.13,49.47,,,49.47,,-17.09,-26.84,740,9.14,-30.97,"5,951",0.3,12.6
39,JPM,JPMorgan Chase & Co.,292.91,17.98,18.09,0.42,-18.61,18.09,32.29,29.29,0.0,0.01,26.56,27.51,22.26,,-1.13,22.43,,1.82,22.62,,7.01,-4.17,"58,590",-17.25,12.42,"758,644",2.35,6.34
365,CABO,"Cable One, Inc.",,,,,,,,,,,,,,,,,,,,,,,N/A,,,N/A,,
293,QTWO,"Q2 Holdings, Inc.",84.04,48.34,40.35,3.76,-6.71,38.51,49.99,44.95,17.33,8.54,44.35,42.54,65.07,,98.82,152.6,,425.69,,,,-24.72,929,13.15,81.09,"5,753",1.95,71.22
34,RIG,Transocean Ltd.,3.16,48.41,57.41,0.58,-8.33,45.39,79.95,67.14,29.33,22.33,66.73,62.16,61.03,,-7.53,69.92,,15.85,,,,-3.63,"20,356",48.43,47.91,"833,137",0.09,1.71
265,TNDM,"Tandem Diabetes Care, Inc.",12.5,91.21,72.61,0.51,-0.78,50.04,90.95,79.14,27.33,31.22,80.36,73.75,81.77,,,80.51,,,,,,-9.15,860,-4.12,-38.66,"11,654",-0.88,3.06
74,SE,Sea Limited,190.57,58.79,46.24,0.56,-5.97,33.57,56.49,48.98,30.0,35.01,50.63,46.77,48.12,,15.51,44.97,,4.54,,,,-1.88,"13,789",-7.88,34.42,"338,654",1.4,1.69
241,NTRA,"Natera, Inc.",167.39,36.96,36.24,0.53,-17.71,36.23,57.04,47.96,0.67,0.01,43.97,45.86,68.49,,,55.43,,,44.57,,,-32.25,"1,974",-0.95,67.15,"17,587",0.1,1.39
235,HUBS,"HubSpot, Inc.",498.53,44.87,43.66,0.86,-8.06,32.14,53.04,46.14,32.0,36.17,46.0,42.91,105.09,,124.49,44.62,,,44.62,,,-61.43,"4,590",16.76,7.75,"19,157",-0.58,5.49
112,STX,Seagate Technology Holdings plc,189.24,36.46,37.05,-0.08,-11.62,30.06,54.69,45.73,28.67,18.37,45.78,41.51,40.42,,,42.25,,,43.0,,,-3.37,"16,622",-0.91,8.52,"154,074",4.2,5.51
93,ABR,"Arbor Realty Trust, Inc.",11.99,27.08,35.63,0.49,-9.31,20.35,46.85,37.93,31.33,37.37,38.44,34.56,40.6,,0.3,46.72,,-20.45,,,,-4.97,"13,253",-10.28,-2.77,"225,482",0.74,1.67
278,INSG,Inseego Corp.,13.01,84.15,69.95,0.57,-2.11,63.64,107.93,80.85,38.67,26.78,69.54,87.0,77.58,,,87.12,,,,,,-7.63,612,-3.62,-35.58,"8,820",1.54,7.76
114,STWD,"Starwood Property Trust, Inc.",20.51,13.58,17.92,-2.2,-24.29,15.19,27.24,22.86,28.67,13.98,22.86,20.77,19.73,,5.17,9.82,,,9.82,,-2.52,-1.8,"6,144",-25.76,-13.56,"150,127",0.23,0.53
163,CENX,Century Aluminum Company,21.73,36.03,53.25,0.42,-14.01,53.25,83.68,73.0,0.67,0.19,68.7,66.24,63.69,,,57.46,,,,,,-10.44,"2,064",4.14,11.99,"67,588",0.1,0.79
212,ATI,ATI Inc.,77.5,63.86,49.6,0.42,-9.57,33.3,63.03,51.1,31.33,43.41,52.18,47.84,45.82,,0.76,,,,,,,3.78,"3,242",-6.38,-28.59,"31,208",1.37,9.1
349,FWONK,Formula One Group,101.84,21.38,20.07,0.09,-8.54,20.07,33.17,28.95,0.67,0.12,26.54,26.49,27.29,,,31.67,,,,,,-7.22,179,-2.72,0.56,952,-0.31,2.59
290,SPB,"Spectrum Brands, Inc.",55.52,42.62,38.18,0.98,-5.16,21.55,42.99,34.12,61.33,74.58,36.62,33.34,102.98,,142.52,,,,,,,-64.8,779,0.26,0.78,"6,733",0.04,0.28
328,MGPI,"MGP Ingredients, Inc.",28.39,34.23,37.5,-0.36,-6.37,37.06,62.22,44.16,1.33,21.57,38.86,49.29,44.82,,,48.04,,,,,,-7.32,178,1.14,13.38,"2,243",-0.84,0.63
270,RGEN,Repligen Corporation,120.7,47.31,46.4,0.34,-12.21,46.17,61.39,55.56,3.33,2.47,52.94,51.85,53.71,,,78.21,,,,,,-7.31,"1,394",0.94,-19.84,"10,618",0.05,0.26
181,CRNC,Cerence Inc.,9.45,102.37,92.79,0.59,-3.78,90.76,216.02,151.37,6.0,13.32,142.56,154.27,79.91,,,83.55,,,,,,12.88,"3,411",-15.11,81.53,"48,107",1.02,24.85
182,AVDL,Avadel Pharmaceuticals plc,15.38,53.46,47.28,1.07,-4.61,47.02,83.92,65.2,1.33,9.96,60.37,64.19,70.27,,,64.78,,,,,,-22.98,"1,986",-67.0,36.97,"47,396",8.63,9.99
131,VNET,"VNET Group, Inc.",7.68,72.88,91.18,0.64,-0.37,90.94,112.3,103.29,2.67,1.33,99.46,98.26,89.01,,,81.58,,,,,,2.16,"4,178",-71.94,-76.4,"102,713",6.49,25.84
346,ALRM,"Alarm.com Holdings, Inc.",56.98,28.81,26.66,0.5,-8.71,25.57,31.12,29.33,1.33,0.34,27.62,29.36,32.47,,,29.84,,,29.84,,,-5.81,95,15.85,31.94,995,104.31,106.43
