Rank,Ticker,Company Name,Latest Close,Realised Volatility 30d (%),Realised Volatility 100d (%),Realised Volatility 100d 1d (%),Realised Volatility 100d 1w (%),Min Realised Volatility 100d (1y),Max Realised Volatility 100d (1y),Mean Realised Volatility 100d (1y),Rvol 100d Percentile (%),Rvol 100d Z-Score Percentile (%),Realised Volatility 180d (%),Realised Volatility 252d (%),Weighted IV (%),Weighted IV 1d (%),Weighted IV 1w (%),Weighted IV 3m (%),Weighted IV 3m 1d (%),Weighted IV 3m 1w (%),ATM IV 3m (%),ATM IV 3m 1d (%),ATM IV 3m 1w (%),Rvol100d - Weighted IV,Volume,Volume 1d (%),Volume 1w (%),Open Interest,OI 1d (%),OI 1w (%),Latest Close_Color,Realised Volatility 30d (%)_Color,Realised Volatility 100d (%)_Color,Realised Volatility 100d 1d (%)_Color,Realised Volatility 100d 1w (%)_Color,Min Realised Volatility 100d (1y)_Color,Max Realised Volatility 100d (1y)_Color,Mean Realised Volatility 100d (1y)_Color,Rvol 100d Percentile (%)_Color,Rvol 100d Z-Score Percentile (%)_Color,Realised Volatility 180d (%)_Color,Realised Volatility 252d (%)_Color,Weighted IV (%)_Color,Weighted IV 1d (%)_Color,Weighted IV 1w (%)_Color,Weighted IV 3m (%)_Color,Weighted IV 3m 1d (%)_Color,Weighted IV 3m 1w (%)_Color,ATM IV 3m (%)_Color,ATM IV 3m 1d (%)_Color,ATM IV 3m 1w (%)_Color,Rvol100d - Weighted IV_Color,Volume_Color,Volume 1d (%)_Color,Volume 1w (%)_Color,Open Interest_Color,OI 1d (%)_Color,OI 1w (%)_Color
205,BKNG,Booking Holdings Inc.,5582.95,19.06,21.76,-18.96,-21.31,21.76,34.82,30.17,0.0,1.3,28.65,26.83,295.72,9.53,487.45,264.51,,822.72,,,,-273.96,"8,927",-2.98,-7.4,"33,045",1.29,1.52,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#F87171,#FFFFFF,#10B981,#10B981
110,MMM,3M Company,152.0,25.25,28.54,-8.44,-18.02,21.74,37.16,31.74,31.13,29.87,31.17,28.9,35.06,31.01,32.94,41.11,,49.99,30.01,12.24,,-6.52,"21,320",48.81,30.6,"160,683",0.28,0.39,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981
340,ECPG,"Encore Capital Group, Inc.",41.61,31.98,48.74,-9.94,-15.82,24.41,73.07,57.3,19.21,28.84,57.07,50.42,56.83,29.69,-5.47,55.05,,,,,,-8.08,238,5.31,-2.86,"1,152",10.66,11.95,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#10B981,#F87171,#FFFFFF,#10B981,#10B981
25,PLUG,Plug Power Inc.,1.49,69.0,120.03,0.01,-0.66,90.26,122.31,106.88,74.17,90.83,106.82,106.03,141.97,16.04,5.91,141.39,,,,,,-21.94,"17,408",-12.47,53.82,"1,058,695",0.72,-0.56,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#10B981,#FFFFFF,#10B981,#F87171
125,MGNI,"Magnite, Inc.",24.54,55.01,62.06,-7.85,-8.91,51.25,79.66,68.34,31.13,25.59,67.22,63.6,51.32,-22.07,-37.32,51.16,,,,,,10.74,"9,666",34.62,-30.92,"111,502",0.47,1.87,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#10B981,#F87171,#FFFFFF,#10B981,#10B981
217,PRCH,"Porch Group, Inc.",17.83,83.92,112.08,-0.79,-3.13,112.08,181.31,147.08,0.0,3.46,122.75,141.25,108.38,10.43,37.76,92.8,,-1.55,,,,3.7,"3,512",-65.43,137.46,"28,034",40.06,45.11,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#F87171,#10B981,#FFFFFF,#10B981,#10B981
115,STWD,"Starwood Property Trust, Inc.",20.26,13.71,20.62,-12.33,-19.99,15.19,27.24,22.78,33.77,31.96,22.83,21.25,18.56,-27.17,-22.11,7.02,,,7.02,-71.97,-69.25,2.06,"6,861",0.32,-2.85,"149,312",0.0,0.08,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#10B981,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#10B981
258,BKD,Brookdale Senior Living Inc.,7.63,38.36,37.58,-12.66,-20.34,37.58,50.47,46.78,0.66,0.07,44.08,44.14,48.15,-14.91,-29.9,,,,,,,-10.57,"1,865",-6.66,155.13,"11,975",-5.37,14.49,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#10B981,#FFFFFF,#F87171,#10B981
193,ORA,"Ormat Technologies, Inc.",91.17,22.4,23.26,-3.41,-7.44,23.26,30.28,26.97,0.0,4.94,27.51,25.77,36.08,-18.97,-19.73,40.58,,,,,,-12.82,"1,606",-44.31,-39.99,"37,482",4.44,23.19,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#F87171,#FFFFFF,#10B981,#10B981
9,MSTR,MicroStrategy Incorporated,330.26,54.93,54.7,-14.95,-20.62,54.7,114.09,95.41,0.66,0.12,82.69,90.53,112.37,7.05,6.24,96.29,,61.33,60.11,,0.71,-57.67,"401,872",-9.46,-1.92,"2,786,234",1.7,-1.79,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#F87171,#F87171,#FFFFFF,#10B981,#F87171
254,MIDD,Middleby Corporation,135.64,70.48,47.7,-8.57,-10.85,33.01,55.44,42.61,79.47,78.91,47.0,42.82,88.99,-42.68,-35.56,76.38,,,,,,-41.28,"6,747",2.17,1525.78,"12,786",0.21,88.36,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981
112,Z,"Zillow Group, Inc.",83.5,39.59,34.74,-5.22,-8.68,34.74,51.56,43.19,0.0,4.55,38.82,43.31,58.14,25.71,0.12,52.21,,25.99,,,,-23.4,"7,710",-17.99,-18.41,"155,562",1.08,-4.25,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#F87171,#FFFFFF,#10B981,#F87171
102,NET,"Cloudflare, Inc.",205.71,36.14,40.3,-11.53,-16.44,40.3,65.25,56.78,0.0,0.44,53.58,50.85,63.81,-7.16,-14.55,67.0,,23.02,56.61,,3.96,-23.51,"12,137",-7.76,-6.26,"188,415",2.21,6.17,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#F87171,#F87171,#FFFFFF,#10B981,#10B981
207,CNP,"CenterPoint Energy, Inc.",37.62,17.39,16.34,-0.83,-6.77,16.34,19.67,18.52,0.66,0.07,17.61,17.94,21.55,-7.46,18.63,20.24,,-1.3,19.97,-7.67,-2.65,-5.21,"1,679",29.25,84.71,"32,459",0.91,3.86,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#10B981,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#F87171,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981
158,NRG,"NRG Energy, Inc.",146.91,52.41,54.32,-5.26,-9.64,44.07,70.82,59.47,31.13,26.7,58.78,53.98,45.42,-16.2,-15.72,42.76,,-10.93,42.19,,,8.9,"5,159",-19.92,-27.2,"72,423",3.62,0.94,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#F87171,#F87171,#FFFFFF,#10B981,#10B981
171,HOUS,Anywhere Real Estate Inc.,5.98,69.08,63.2,-2.3,-3.17,59.48,67.86,64.3,33.11,29.91,65.57,63.51,75.86,5.82,21.65,68.25,,,68.57,-1.58,,-12.66,"1,348",0.0,-73.62,"58,287",0.88,3.3,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#10B981,#10B981
144,MNKD,MannKind Corporation,5.51,93.59,64.29,1.02,21.12,32.89,64.29,38.33,100.0,100.0,54.06,47.88,117.27,32.4,31.35,54.59,,-42.76,,,,-52.98,"6,392",-26.02,-48.42,"85,861",-0.63,26.33,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#F87171,#FFFFFF,#F87171,#10B981
108,BILL,"BILL Holdings, Inc.",46.12,62.87,47.51,-10.17,0.25,47.51,89.54,75.32,0.0,5.45,73.12,67.98,56.55,-29.28,-47.3,57.13,,-4.13,57.13,,,-9.04,"9,577",-30.51,-81.47,"165,659",-0.74,2.25,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#F87171,#FFFFFF,#F87171,#10B981
203,PD,"PagerDuty, Inc.",15.59,49.08,45.43,-7.62,-11.44,30.27,57.32,46.42,33.77,45.61,47.7,44.75,64.66,5.66,-5.26,73.62,,16.92,73.62,24.05,,-19.24,"8,799",109.35,277.8,"34,196",5.05,5.72,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981
301,PI,"Impinj, Inc.",194.47,78.58,67.53,-8.95,-12.15,48.27,85.17,73.26,33.11,32.81,74.37,68.71,107.69,26.16,74.04,141.05,,,,,,-40.16,"1,142",30.81,21.1,"4,261",0.0,5.97,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#10B981
352,MCS,Marcus Corporation (The),15.14,40.18,35.01,-5.4,-7.15,31.15,41.47,37.58,18.54,19.28,36.83,36.5,177.47,146.69,9.46,81.08,,-27.46,,,,-142.46,366,-10.51,-10.29,569,-0.18,0.0,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#F87171,#FFFFFF,#F87171,#FFFFFF
334,MITT,"AG Mortgage Investment Trust, Inc.",7.73,36.37,35.34,-0.75,-8.0,22.21,38.76,30.78,79.47,78.0,32.89,29.66,37.43,55.93,16.35,29.98,,-22.65,29.98,48.22,,-2.09,490,29.97,33.15,"1,501",0.07,1.49,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981
124,GRPN,"Groupon, Inc.",24.48,77.35,82.79,0.79,-0.1,75.8,99.18,89.88,14.57,14.95,83.12,86.5,86.93,11.95,-22.43,74.54,,-6.62,,,,-4.14,"12,638",49.99,55.45,"112,765",11.05,13.11,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981
276,CMS,CMS Energy Corporation,71.52,14.2,17.12,-0.13,-7.4,15.78,20.85,18.52,19.87,16.85,17.94,17.13,28.58,11.94,-4.18,15.0,,,15.0,-36.45,9.33,-11.46,"2,524",-0.2,8.47,"8,633",2.06,2.62,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#10B981,#F87171,#FFFFFF,#F87171,#10B981,#FFFFFF,#10B981,#10B981
163,FE,FirstEnergy Corp.,43.4,13.68,15.3,-3.01,-12.47,15.3,28.6,23.89,0.66,3.41,22.93,20.68,13.84,3.22,-0.76,15.66,,,15.66,6.01,2.63,1.46,"1,229",-68.46,-21.82,"67,510",2.62,3.15,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#10B981,#FFFFFF,#F87171,#F87171,#FFFFFF,#10B981,#10B981
356,WKC,Wolters Kluwer N.V.,27.31,31.16,25.61,-4.18,-11.42,25.61,39.17,33.16,0.0,0.94,29.82,32.98,76.02,97.91,230.83,70.63,,200.99,,,,-50.41,43,0.0,4.88,432,0.0,0.23,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#10B981
173,PPL,PPL Corporation,36.22,15.18,16.99,-0.66,-12.47,16.99,21.63,19.66,0.66,1.27,18.93,18.28,21.25,25.76,51.16,,,,,,,-4.26,"2,667",13.73,50.17,"54,976",14.22,14.05,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981
279,HCAT,"Health Catalyst, Inc.",3.24,108.9,73.62,0.36,0.99,53.9,74.03,61.03,98.68,99.58,67.81,64.63,102.67,19.94,18.02,,,,,,,-29.05,941,-29.78,151.6,"7,786",-1.56,11.39,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#10B981,#FFFFFF,#F87171,#10B981
236,WT,"WisdomTree, Inc.",13.51,30.58,30.37,-9.86,-16.1,27.2,39.08,34.25,31.13,17.69,33.98,32.59,48.06,27.99,19.62,35.96,,,35.96,0.32,,-17.69,330,8.91,-61.81,"18,548",-0.05,-0.03,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF,#10B981,#F87171,#FFFFFF,#F87171,#F87171
94,PENN,"Penn Entertainment, Inc.",19.61,31.79,44.82,-13.31,-16.13,41.73,61.93,54.8,18.54,8.11,52.69,49.99,70.36,3.84,-10.04,42.27,,,42.27,,,-25.54,"7,752",-29.56,-56.66,"219,786",-0.82,-3.23,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#F87171,#FFFFFF,#F87171,#F87171
271,IMAX,IMAX Corporation,29.23,33.93,31.63,-1.03,-10.95,28.36,37.03,34.73,5.3,3.62,33.15,34.4,42.25,13.8,-30.83,41.21,,,,,,-10.62,595,-7.03,-15.24,"10,129",0.48,0.64,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#F87171,#FFFFFF,#10B981,#10B981
64,SATS,EchoStar Corporation,63.91,174.67,134.75,-0.17,-0.22,43.72,135.72,73.34,96.03,98.84,106.4,97.07,126.19,27.43,10.43,115.96,,,,,,8.55,"49,293",-36.23,16.12,"389,337",7.36,86.23,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#F87171,#10B981,#FFFFFF,#10B981,#10B981
70,BILI,Bilibili Inc.,22.28,45.03,46.04,-1.64,-13.46,46.04,85.73,67.71,0.66,1.32,57.12,69.21,55.54,-6.9,-13.18,52.55,,-2.38,52.55,2.2,-2.38,-9.5,"12,923",-18.05,-34.54,"358,184",0.96,-5.71,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#10B981,#F87171,#F87171,#FFFFFF,#F87171,#F87171,#FFFFFF,#10B981,#F87171
5,AMZN,"Amazon.com, Inc.",225.99,33.84,31.53,-12.35,-14.61,26.49,41.26,36.14,30.46,19.55,35.23,33.68,48.84,82.3,-19.32,49.21,,-39.81,31.92,,,-17.31,"337,442",-19.01,21.08,"3,702,256",1.49,-1.39,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#10B981,#FFFFFF,#10B981,#F87171
27,WOLF,"Wolfspeed, Inc.",1.3,85.69,279.41,0.29,-0.0,150.33,308.23,219.67,72.19,84.15,239.98,220.4,267.61,-10.18,2.44,316.26,,-4.85,,,,11.8,"33,253",-9.56,-12.09,"1,021,282",1.34,2.4,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#10B981,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#F87171,#F87171,#FFFFFF,#10B981,#10B981
113,DXCM,"DexCom, Inc.",78.92,47.35,43.83,-3.0,-3.96,31.54,50.17,43.19,44.37,53.93,44.43,41.22,48.83,2.58,19.65,39.02,,,,,,-5.01,"8,396",22.64,-37.91,"155,160",1.1,11.43,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#10B981,#F87171,#FFFFFF,#10B981,#10B981
296,IRTC,"iRhythm Technologies, Inc.",176.58,54.37,48.33,-1.09,-3.54,43.47,60.58,50.58,46.36,32.51,45.95,52.69,58.52,-12.81,-18.82,80.86,,-25.74,,,,-10.18,481,39.42,26.25,"4,612",23.48,24.08,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981
219,NEO,NeoGames S.A.,8.19,102.8,97.24,-0.3,4.51,62.0,107.12,88.03,76.82,74.31,93.14,81.91,63.01,1.44,-20.1,62.09,,-5.83,,,,34.23,"4,404",2.16,-11.57,"27,199",5.63,35.66,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#10B981,#F87171,#FFFFFF,#10B981,#10B981
66,ETSY,"Etsy, Inc.",51.97,55.32,47.03,-2.55,-8.17,37.29,51.84,45.43,62.91,68.03,47.95,45.46,56.85,1.75,-1.52,54.0,,2.65,,,,-9.83,"15,132",-73.89,-58.54,"371,230",7.12,6.63,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#F87171,#FFFFFF,#10B981,#10B981
29,RUN,Sunrun Inc.,16.48,131.77,157.77,-0.16,-1.66,75.54,161.84,114.08,92.05,92.25,130.29,121.15,131.01,1.96,-25.07,102.98,,-17.75,,,,26.76,"37,549",18.16,-32.78,"993,523",0.55,-4.69,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#10B981,#F87171,#FFFFFF,#10B981,#F87171
134,FIVN,"Five9, Inc.",26.48,53.01,47.23,-11.34,-15.4,40.42,57.38,51.27,31.79,23.62,50.8,49.23,59.05,2.69,2.62,57.63,,-5.39,,,,-11.82,"3,692",-21.85,24.06,"95,648",0.54,2.43,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#10B981,#FFFFFF,#10B981,#10B981
