Rank,Ticker,Company Name,Latest Close,Realised Volatility 30d (%),Realised Volatility 100d (%),Realised Volatility 100d 1d (%),Realised Volatility 100d 1w (%),Min Realised Volatility 100d (2y),Max Realised Volatility 100d (2y),Mean Realised Volatility 100d (2y),Rvol 100d Percentile 2y (%),Rvol 100d Z-Score Percentile 2y (%),Realised Volatility 180d (%),Realised Volatility 252d (%),Weighted IV (%),Weighted IV 1d (%),Weighted IV 1w (%),Weighted IV 3m (%),Weighted IV 3m 1d (%),Weighted IV 3m 1w (%),ATM IV 3m (%),ATM IV 3m 1d (%),ATM IV 3m 1w (%),Rvol100d - Weighted IV,Volume,Volume 1d (%),Volume 1w (%),Open Interest,OI 1d (%),OI 1w (%),Num Contracts,Latest Close_Color,Realised Volatility 30d (%)_Color,Realised Volatility 100d (%)_Color,Realised Volatility 100d 1d (%)_Color,Realised Volatility 100d 1w (%)_Color,Min Realised Volatility 100d (2y)_Color,Max Realised Volatility 100d (2y)_Color,Mean Realised Volatility 100d (2y)_Color,Rvol 100d Percentile 2y (%)_Color,Rvol 100d Z-Score Percentile 2y (%)_Color,Realised Volatility 180d (%)_Color,Realised Volatility 252d (%)_Color,Weighted IV (%)_Color,Weighted IV 1d (%)_Color,Weighted IV 1w (%)_Color,Weighted IV 3m (%)_Color,Weighted IV 3m 1d (%)_Color,Weighted IV 3m 1w (%)_Color,ATM IV 3m (%)_Color,ATM IV 3m 1d (%)_Color,ATM IV 3m 1w (%)_Color,Rvol100d - Weighted IV_Color,Volume_Color,Volume 1d (%)_Color,Volume 1w (%)_Color,Open Interest_Color,OI 1d (%)_Color,OI 1w (%)_Color,Num Contracts_Color
345,MMSI,"Merit Medical Systems, Inc.",82.69,28.71,28.62,0.5,4.9,18.68,37.63,26.31,59.85,63.79,32.33,29.42,59.46,19.74,30.55,39.89,0.77,-0.72,29.0,-1.07,7.2,-30.84,808,0.0,0.12,"1,157",0.17,-0.09,36,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#F87171,#FFFFFF,#F87171,#10B981,#F87171,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#10B981,#F87171,#FFFFFF
46,XYZ,"Block, Inc. (formerly Square; ticker often stylized, but XYZ may be a placeholder)",75.78,35.01,54.78,0.5,-0.12,35.64,71.73,52.64,59.6,58.42,59.01,55.73,54.36,-7.19,9.44,50.03,-3.05,5.74,47.49,1.19,7.14,0.42,"45,490",33.74,-39.26,"704,908",0.33,2.43,475,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#10B981,#FFFFFF,#F87171,#10B981,#FFFFFF,#10B981,#10B981,#10B981,#FFFFFF,#10B981,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF
302,EEFT,"Euronet Worldwide, Inc.",89.3,24.56,27.92,0.5,-3.34,21.28,42.81,29.44,59.35,41.15,35.87,32.57,38.85,0.64,-2.13,,,,33.57,-0.29,-4.63,-10.93,380,6.74,1.6,"5,187",0.23,8.63,43,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF
164,SPHR,Sphere Entertainment Co.,59.43,56.65,51.21,0.5,0.22,38.3,67.64,52.25,59.35,45.09,58.83,54.73,120.53,62.33,123.66,,,,70.19,6.07,24.11,-69.31,"9,140",40.53,15.27,"70,758",-0.06,31.3,113,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF,#F87171,#10B981,#FFFFFF
266,XMTR,"Xometry, Inc.",51.16,118.51,81.01,0.5,0.59,55.09,97.11,79.01,59.1,57.95,78.16,75.51,96.13,13.12,8.44,77.41,3.94,-11.73,72.14,6.4,-6.27,-15.13,757,-6.89,5.43,"12,725",0.26,1.35,107,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#F87171,#FFFFFF,#10B981,#F87171,#F87171,#FFFFFF,#F87171,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF
134,INSM,Insmed Incorporated,144.75,36.07,53.07,0.5,-0.85,36.21,132.81,65.21,58.6,37.76,48.14,45.9,63.43,11.83,13.96,57.36,-0.8,-7.17,40.55,-8.4,-2.37,-10.37,"3,103",-8.44,-38.33,"106,290",-0.07,1.33,221,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#F87171,#F87171,#FFFFFF,#F87171,#F87171,#F87171,#FFFFFF,#F87171,#F87171,#FFFFFF,#F87171,#10B981,#FFFFFF
150,DBRG,"DigitalBridge Group, Inc.",11.82,40.34,48.33,0.5,5.72,37.43,71.25,49.84,58.35,43.83,56.93,53.76,117.88,6.01,69.55,63.53,6.68,38.14,31.63,-12.31,-28.52,-69.55,993,-32.22,-34.97,"88,535",-0.21,1.16,75,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF,#F87171,#F87171,#F87171,#FFFFFF,#F87171,#F87171,#FFFFFF,#F87171,#10B981,#FFFFFF
74,DDOG,"Datadog, Inc.",134.59,40.59,41.38,0.5,0.03,29.94,53.9,41.4,58.1,49.84,44.46,42.95,50.14,1.07,16.88,,,,45.69,-2.03,-3.08,-8.77,"22,039",-33.24,-8.53,"365,506",3.41,5.14,516,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#F87171,#FFFFFF,#F87171,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF
69,V,Visa Inc.,340.03,16.38,19.31,0.5,-5.06,12.48,28.8,19.18,58.1,50.96,23.61,22.68,94.83,4.88,233.05,60.7,5.46,127.73,3.76,28.33,-84.26,-75.53,"30,984",11.33,-33.82,"389,399",1.33,3.04,982,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#F87171,#F87171,#FFFFFF,#10B981,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF
355,KRG,"Knightscope, Inc.",22.11,23.98,23.18,0.5,-0.41,16.81,30.3,23.25,57.86,49.26,26.88,24.63,146.23,-44.63,125.64,157.33,-45.92,323.92,,,,-123.05,222,21.31,62.04,577,0.0,14.94,14,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#10B981,#FFFFFF,#F87171,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#10B981,#FFFFFF
144,NICE,NICE Ltd.,146.18,53.04,39.19,0.5,-1.56,28.15,47.92,38.34,57.61,56.86,43.02,41.54,45.13,-0.93,6.36,,,,43.08,1.02,4.62,-5.94,"10,468",-28.21,119.27,"94,000",13.84,12.89,177,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#F87171,#FFFFFF,#F87171,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF
49,NEE,"NextEra Energy, Inc.",69.83,21.26,27.76,0.5,-1.18,22.25,37.76,28.11,57.36,45.89,30.26,28.72,182.56,1.68,426.86,223.96,11.31,638.57,,,,-154.8,"43,186",23.04,18.9,"662,423",2.3,3.5,367,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF
326,POST,"Post Holdings, Inc.",103.08,25.73,20.26,0.5,2.63,13.82,23.27,18.99,56.86,67.39,21.75,20.23,36.01,-0.01,-8.85,43.54,-4.52,-15.15,18.49,18.95,-76.2,-15.75,445,-5.12,-3.68,"2,693",0.37,1.62,61,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#F87171,#F87171,#FFFFFF,#10B981,#F87171,#F87171,#FFFFFF,#F87171,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF
195,PD,"PagerDuty, Inc.",15.95,48.05,46.04,0.5,0.62,30.27,57.32,44.15,56.86,61.24,48.95,44.91,48.88,-5.83,-8.23,,,,50.43,38.72,6.38,-2.84,"1,998",8.35,-29.3,"42,331",0.22,2.37,54,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#F87171,#FFFFFF,#10B981,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF
335,NVST,Envista Holdings Corporation,21.1,35.01,39.69,0.5,0.81,31.19,48.23,39.94,56.11,47.68,42.92,41.65,93.84,20.3,30.52,40.28,8.3,-17.83,39.6,15.52,-26.07,-54.14,479,-25.04,320.18,"1,611",46.06,50.42,20,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#F87171,#FFFFFF,#10B981,#F87171,#F87171,#FFFFFF,#F87171,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF
229,KPTI,Karyopharm Therapeutics Inc.,6.26,114.46,103.49,0.5,-2.54,65.15,122.48,95.72,56.11,67.49,106.65,98.07,307.53,5.45,9.6,,,,,,,-204.04,402,-25.0,-55.78,"22,376",0.5,2.12,21,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF
29,U,Unity Software Inc.,45.92,61.8,63.5,0.5,0.93,43.61,87.06,64.1,55.61,48.12,76.11,72.02,88.99,-6.95,-2.8,74.28,-2.59,-2.25,73.95,0.87,3.59,-25.49,"67,406",-19.96,-16.78,"1,089,604",1.11,0.11,609,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#F87171,#F87171,#FFFFFF,#10B981,#10B981,#F87171,#FFFFFF,#F87171,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF
45,BE,Bloom Energy Corporation,73.29,75.18,78.43,0.5,1.0,65.07,118.39,84.15,55.36,35.45,84.92,93.28,116.06,4.63,17.54,,,,110.1,5.32,15.44,-37.62,"79,126",0.82,-54.33,"717,409",2.97,12.3,603,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#F87171,#FFFFFF,#10B981,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF
38,TEVA,Teva Pharmaceutical Industries Limited,18.68,34.01,39.93,0.5,0.58,28.89,63.19,41.22,55.11,44.79,44.74,47.28,61.8,5.4,13.39,52.12,18.97,21.93,38.79,2.82,0.32,-21.87,"20,396",24.57,-68.86,"824,860",0.39,3.2,241,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981,#F87171,#FFFFFF,#10B981,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF
356,MCS,Marcus Corporation (The),15.99,29.68,35.51,0.5,1.58,16.52,41.47,32.61,55.11,65.86,37.39,36.75,239.82,34.44,176.93,,,,,,,-204.31,371,0.0,1.37,572,0.0,0.35,9,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#10B981,#FFFFFF
223,CYRX,"Cryoport, Inc.",8.99,109.17,86.01,0.5,2.24,54.29,122.27,85.33,54.61,51.27,105.21,95.55,77.53,-5.57,-2.54,79.94,-15.17,-6.84,,,,8.47,"1,534",3.23,-23.11,"27,849",0.0,1.61,25,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#10B981,#FFFFFF
264,PODD,Insulet Corporation,332.13,34.53,40.85,0.5,-0.46,24.71,49.0,38.93,52.87,62.22,39.02,35.82,51.73,12.09,-7.34,45.34,-0.22,1.09,35.48,1.13,6.68,-10.88,"3,493",112.21,140.07,"13,110",-0.73,5.57,165,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#F87171,#10B981,#FFFFFF,#10B981,#10B981,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF,#F87171,#10B981,#FFFFFF
298,PRO,"PROS Holdings, Inc.",14.99,44.52,48.94,0.5,2.42,34.24,56.91,47.04,52.62,61.21,49.99,51.41,69.17,2.59,-7.13,86.33,6.93,21.13,179.41,-9.66,252.62,-20.23,"2,776",0.73,-0.07,"5,951",0.2,0.42,23,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF,#F87171,#10B981,#F87171,#FFFFFF,#10B981,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF
287,BTSG,"BrightSpring Health Services, Inc.",27.1,39.71,45.98,0.5,-0.02,33.05,56.3,44.48,52.41,58.71,49.06,47.65,93.35,4.2,8.03,58.89,-19.57,-11.22,49.67,-12.04,-9.2,-47.37,531,37.21,-85.76,"8,378",0.19,43.19,29,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#F87171,#F87171,#FFFFFF,#F87171,#F87171,#F87171,#FFFFFF,#10B981,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF
115,DXCM,"DexCom, Inc.",76.55,37.75,43.82,0.5,-0.32,31.54,92.29,53.09,52.37,34.08,44.0,41.09,63.29,36.48,33.66,48.25,9.09,12.27,46.69,12.83,15.2,-19.47,"37,877",615.47,275.84,"157,149",0.36,2.94,291,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF
193,RPD,"Rapid7, Inc.",19.63,54.24,42.96,0.5,-0.55,28.96,51.83,41.49,52.37,59.95,43.36,41.04,85.27,-8.88,33.25,66.13,-13.5,8.76,52.94,132.34,-0.59,-42.31,"8,466",0.76,-1.62,"43,014",0.09,1.04,144,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#10B981,#FFFFFF,#F87171,#10B981,#FFFFFF,#10B981,#F87171,#F87171,#FFFFFF,#10B981,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF
201,UNIT,Uniti Group Inc.,6.59,74.12,55.99,0.5,0.32,41.75,85.48,57.63,52.12,44.8,52.13,50.45,55.91,-1.78,0.83,,,,57.5,,-2.45,0.08,"1,135",-24.08,-50.91,"39,406",2.86,0.88,46,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#10B981,#FFFFFF,#F87171,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF
306,FRT,Federal Realty Investment Trust,99.91,20.07,20.5,0.5,-0.92,15.45,30.99,21.56,52.12,41.36,26.01,23.74,223.1,4.49,575.14,,,,,,,-202.6,354,114.55,94.51,"4,749",0.06,0.94,40,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF
333,MITT,"AG Mortgage Investment Trust, Inc.",7.77,27.05,30.83,0.5,-3.75,21.06,38.76,30.39,51.87,53.97,32.43,29.65,530.77,1.7,1407.46,,,,,,,-499.94,502,-16.75,10.09,"1,960",11.05,12.51,18,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF
247,AWK,"American Water Works Company, Inc.",136.25,19.73,22.1,0.5,-0.45,17.55,29.57,22.53,51.87,44.64,25.19,23.77,163.18,7.06,408.19,106.26,-0.3,312.46,,,,-141.08,"1,070",-4.72,48.82,"16,830",-0.33,2.08,66,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#F87171,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#10B981,#FFFFFF,#F87171,#10B981,#FFFFFF
68,IBM,International Business Machines Corporation,257.52,20.57,25.98,0.5,-0.39,16.79,36.0,25.9,51.87,50.65,30.73,28.87,182.94,0.1,448.8,178.68,2.14,504.55,,,,-156.96,"30,144",38.11,2.39,"396,286",0.41,-0.13,634,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#F87171,#FFFFFF
265,TNDM,"Tandem Diabetes Care, Inc.",12.43,89.43,72.7,0.5,1.13,50.04,90.95,72.44,51.62,50.92,79.9,73.65,86.23,0.42,-0.23,,,,85.27,-17.94,52.02,-13.54,"2,050",3.69,142.89,"13,037",-0.01,10.16,96,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#10B981,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF,#F87171,#10B981,#FFFFFF
222,PTCT,"PTC Therapeutics, Inc.",59.69,55.11,59.55,0.5,1.06,47.79,72.61,59.67,50.37,49.08,56.09,58.05,124.69,58.14,85.66,53.6,11.52,4.2,50.58,4.15,3.1,-65.14,"3,244",-13.98,120.68,"28,090",1.84,1.98,71,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981,#F87171,#FFFFFF,#F87171,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF
32,RKLB,Rocket Lab Corporation,47.24,81.34,76.66,0.5,5.63,46.48,107.66,77.78,50.37,47.31,88.16,89.87,114.85,-19.12,31.34,88.94,-12.92,7.34,86.69,6.42,4.6,-38.19,"125,573",-50.37,120.86,"1,030,293",7.08,9.75,448,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#10B981,#FFFFFF,#F87171,#10B981,#FFFFFF,#10B981,#10B981,#F87171,#FFFFFF,#F87171,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF
3,AMZN,"Amazon.com, Inc.",234.05,26.86,29.4,0.5,-4.32,22.07,41.26,30.85,50.12,40.16,35.31,33.4,33.35,-7.13,1.11,34.54,-7.84,-2.95,32.01,2.51,3.89,-3.94,"585,053",-6.66,-26.57,"4,123,957",0.69,5.72,"1,068",#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#10B981,#FFFFFF,#F87171,#F87171,#FFFFFF,#10B981,#10B981,#F87171,#FFFFFF,#F87171,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF
171,APLS,"Apellis Pharmaceuticals, Inc.",23.82,46.07,56.26,0.5,0.84,49.1,70.82,57.22,50.12,42.11,57.4,56.07,133.45,20.12,58.49,,,,,,,-77.19,"7,259",12.32,23.81,"66,328",0.18,4.28,99,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF
300,GKOS,Glaukos Corporation,82.35,40.65,41.97,0.5,2.02,27.08,68.33,44.8,50.12,42.17,56.04,51.74,62.69,-0.9,7.09,62.34,2.7,5.04,58.81,8.43,43.74,-20.71,286,15.32,-18.52,"5,818",0.14,-0.02,67,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981,#F87171,#FFFFFF,#10B981,#F87171,#FFFFFF,#10B981,#F87171,#FFFFFF
106,TRIP,"TripAdvisor, Inc.",18.06,52.78,55.28,0.5,1.52,39.67,68.45,54.93,49.88,51.46,58.9,54.59,51.17,-2.64,-43.72,50.72,-3.93,-23.54,48.28,-2.82,88.54,4.11,"9,148",-0.48,150.84,"183,998",2.19,13.69,156,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#F87171,#F87171,#FFFFFF,#F87171,#10B981,#10B981,#FFFFFF,#F87171,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF
347,PATK,Patriot Battery Metals Inc.,107.5,32.67,32.76,0.5,1.46,27.37,39.93,33.77,49.63,38.98,34.72,35.97,164.37,8.99,277.74,135.26,2.68,217.83,,,,-131.61,215,-0.46,-0.46,"1,054",0.09,0.29,33,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF
